dataset,model,model_runtime,subject,train_genuine_count,test_genuine_count,train_impostor_count,test_impostor_count,FAR,FRR,EER,Accuracy,AUC,threshold,train_time_ms,inference_time_ms_per_sample,ui_blocking_time_ms,memory_before_bytes,memory_after_bytes,tf_num_tensors,tf_num_bytes
collected_data_analysis,LightGBM Classifier,browser_lightgbm_histogram_leafwise,TEST,3,2,65,53,0,0,0,1,1,0.09275299177736895,5.899999998509884,0.007272727245634252,0.3999999985098839,not_available,not_available,not_available,not_available
collected_data_analysis,1D-CNN TFJS,browser_worker,A001,4,3,64,52,0.3269230769230769,0.3333333333333333,0.3301282051282051,0.6727272727272727,0.6346153846153846,0.4718637764453888,9813.79999999702,72.58181818181818,3992,not_available,not_available,30,27764
collected_data_analysis,1D-CNN TFJS,browser_worker,A001_1,3,2,65,53,0.1320754716981132,0,0.0660377358490566,0.8727272727272727,0.9150943396226415,0.4853464663028717,72.89999999850988,0.18909090913154863,10.400000002235174,not_available,not_available,48,41028
collected_data_analysis,1D-CNN TFJS,browser_worker,A003,3,2,65,53,0.41509433962264153,0.5,0.45754716981132076,0.5818181818181818,0.5943396226415094,0.5083747506141663,66.59999999776483,0.18545454544099896,10.199999999254942,not_available,not_available,66,54292
collected_data_analysis,1D-CNN TFJS,browser_worker,A004,3,3,65,52,0.09615384615384616,0,0.04807692307692308,0.9090909090909091,0.9230769230769231,0.49236518144607544,71.40000000223517,0.1836363635957241,10.099999997764826,not_available,not_available,84,67556
collected_data_analysis,1D-CNN TFJS,browser_worker,A005,4,3,64,52,0.3269230769230769,0.3333333333333333,0.3301282051282051,0.6727272727272727,0.7115384615384616,0.5562223196029663,70.19999999925494,0.18363636366345665,10.100000001490116,not_available,not_available,102,80820
collected_data_analysis,1D-CNN TFJS,browser_worker,A006,3,2,65,53,0.49056603773584906,0.5,0.49528301886792453,0.509090909090909,0.44339622641509435,0.4826935827732086,70.30000000074506,0.18181818181818182,10,not_available,not_available,120,94084
collected_data_analysis,1D-CNN TFJS,browser_worker,A008,3,3,65,52,0.21153846153846154,0.3333333333333333,0.2724358974358974,0.7818181818181819,0.8717948717948718,0.5180838704109192,70.69999999925494,0.18727272728627378,10.300000000745058,not_available,not_available,138,107348
collected_data_analysis,1D-CNN TFJS,browser_worker,A009,3,3,65,52,0.6730769230769231,0.6666666666666666,0.6698717948717949,0.32727272727272727,0.30128205128205127,0.49948757886886597,69.39999999850988,0.18363636366345665,10.100000001490116,not_available,not_available,156,120612
collected_data_analysis,1D-CNN TFJS,browser_worker,A010,4,3,64,52,0.17307692307692307,0.3333333333333333,0.2532051282051282,0.8181818181818182,0.8910256410256411,0.49659523367881775,68.60000000149012,0.18181818181818182,10,not_available,not_available,174,133876
