dataset,model,subject,phase,elapsed_ms,train_time_ms,inference_batch_ms,inference_time_ms_per_sample,memory_before_bytes,memory_after_bytes,genuine_training_samples,evaluated_subjects,EER,environmentId,perceived_latency_ms,worker_elapsed_ms,completed_at
collected_data_analysis,LightGBM Classifier,all,data_efficiency,104.70000000298023,,,,,,3,17,0.27149212369998793,,,,
collected_data_analysis,LightGBM Classifier,all,data_efficiency,11.800000000745058,,,,,,5,2,0.5974489795918367,,,,
collected_data_analysis,1D-CNN TFJS,A001,train_and_infer,13805.79999999702,9813.79999999702,3992,72.58181818181818,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,A001_1,train_and_infer,83.30000000074506,72.89999999850988,10.400000002235174,0.18909090913154863,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,A003,train_and_infer,76.79999999701977,66.59999999776483,10.199999999254942,0.18545454544099896,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,A004,train_and_infer,81.5,71.40000000223517,10.099999997764826,0.1836363635957241,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,A005,train_and_infer,80.30000000074506,70.19999999925494,10.100000001490116,0.18363636366345665,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,A006,train_and_infer,80.30000000074506,70.30000000074506,10,0.18181818181818182,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,A008,train_and_infer,81,70.69999999925494,10.300000000745058,0.18727272728627378,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,A009,train_and_infer,79.5,69.39999999850988,10.100000001490116,0.18363636366345665,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,A010,train_and_infer,78.60000000149012,68.60000000149012,10,0.18181818181818182,not_available,not_available,,,,,,,
collected_data_analysis,1D-CNN TFJS,A011,train_and_infer,80.19999999925494,70.19999999925494,10,0.18181818181818182,not_available,not_available,,,,,,,
