dataset,Model,model_runtime,FAR,FRR,EER,Accuracy,AUC,Inference Time (ms/sample),UI Blocking Time (ms/test batch),Train Time (ms/subject),Browser Memory Before (bytes),Browser Memory After (bytes),Min Genuine Samples for EER < 10%,subjects,min_genuine_samples_for_eer_lt_10pct
collected_data_analysis,Scaled Manhattan Distance,browser_worker,0.32171151624655675,0.33166666666666667,0.32668909145661174,0.6781818181818182,0.6886638468449789,0.00009090909226374193,0.005000000074505806,0.024999999813735484,not_available,not_available,Not reached,20,Not reached
collected_data_analysis,LightGBM Classifier,browser_lightgbm_histogram_leafwise,0.2234900378148356,0.1983333333333333,0.21091168557408452,0.7772727272727271,0.8163929825340877,0.011272727278145874,0.6200000002980233,7.184999999590218,not_available,not_available,Not reached,20,Not reached
collected_data_analysis,1D-CNN TFJS,browser_worker,0.3685601131921886,0.38666666666666666,0.3776133899294277,0.6309090909090908,0.6530439328964937,3.802090909088199,209.114999999851,557.1150000000373,not_available,not_available,Not reached,20,Not reached
