dataset,model,model_runtime,subject,train_genuine_count,test_genuine_count,train_impostor_count,test_impostor_count,FAR,FRR,EER,Accuracy,AUC,threshold,train_time_ms,inference_time_ms_per_sample,ui_blocking_time_ms,memory_before_bytes,memory_after_bytes,tf_num_tensors,tf_num_bytes
dsl,1D-CNN TFJS,browser_worker,s022,200,200,10000,10000,0.2461,0.245,0.24555,0.753921568627451,0.84363375,0.4701589047908783,4973.299999998882,0.02625490196085736,267.80000000074506,not_available,not_available,336,2856580
dsl,1D-CNN TFJS,browser_worker,s024,200,200,10000,10000,0.276,0.275,0.2755,0.7240196078431372,0.817036,0.48280325531959534,4966.799999998882,0.026950980392193385,274.90000000037253,not_available,not_available,354,2869844
dsl,1D-CNN TFJS,browser_worker,s025,200,200,10000,10000,0.2256,0.225,0.2253,0.7744117647058824,0.86015575,0.4452481269836426,4954.89999999851,0.026441176470697804,269.7000000011176,not_available,not_available,372,2883108
dsl,1D-CNN TFJS,browser_worker,s026,200,200,10000,10000,0.2214,0.22,0.2207,0.7786274509803922,0.86121625,0.38863885402679443,4964.200000001118,0.026490196078358327,270.19999999925494,not_available,not_available,390,2896372
dsl,1D-CNN TFJS,browser_worker,s027,200,200,10000,10000,0.29,0.29,0.29,0.71,0.7559215,0.4366884231567383,4955.5,0.02633333333329681,268.59999999962747,not_available,not_available,408,2909636
dsl,1D-CNN TFJS,browser_worker,s028,200,200,10000,10000,0.2556,0.255,0.25529999999999997,0.7444117647058823,0.81534,0.4157356321811676,4967.799999998882,0.026539215686384076,270.7000000011176,not_available,not_available,426,2922900
dsl,1D-CNN TFJS,browser_worker,s029,200,200,10000,10000,0.2606,0.26,0.2603,0.7394117647058823,0.7852275,0.41184738278388977,4979.800000000745,0.026549019607916183,270.80000000074506,not_available,not_available,444,2936164
dsl,1D-CNN TFJS,browser_worker,s030,200,200,10000,10000,0.1037,0.105,0.10435,0.8962745098039215,0.9514255,0.45429539680480957,4966,0.026411764705736262,269.3999999985099,not_available,not_available,462,2949428
dsl,1D-CNN TFJS,browser_worker,s031,200,200,10000,10000,0.37,0.37,0.37,0.63,0.68708575,0.41987302899360657,4969.699999999255,0.026549019607916183,270.80000000074506,not_available,not_available,480,2962692
dsl,1D-CNN TFJS,browser_worker,s032,200,200,10000,10000,0.535,0.535,0.535,0.465,0.45868675,0.3771750330924988,4961,0.02652941176466936,270.59999999962747,not_available,not_available,498,2975956
dsl,1D-CNN TFJS,browser_worker,s033,200,200,10000,10000,0.0715,0.07,0.07075000000000001,0.9285294117647059,0.96634625,0.4168730080127716,4964.5,0.02661764705882353,271.5,not_available,not_available,516,2989220
dsl,1D-CNN TFJS,browser_worker,s034,200,200,10000,10000,0.6368,0.635,0.6359,0.36323529411764705,0.33252575,0.3700527846813202,5001.699999999255,0.02685294117650711,273.90000000037253,not_available,not_available,534,3002484
dsl,1D-CNN TFJS,browser_worker,s035,200,200,10000,10000,0.4887,0.49,0.48935,0.5112745098039215,0.537663,0.40338656306266785,4956.300000000745,0.02689215686263553,274.2999999988824,not_available,not_available,552,3015748
dsl,1D-CNN TFJS,browser_worker,s036,200,200,10000,10000,0.745,0.745,0.745,0.255,0.18181475,0.3754839301109314,4974.4000000003725,0.026921568627414457,274.59999999962747,not_available,not_available,570,3029012
dsl,1D-CNN TFJS,browser_worker,s037,200,200,10000,10000,0.2569,0.255,0.25595,0.7431372549019608,0.80758475,0.4188055098056793,4977.799999998882,0.026754901960820837,272.90000000037253,not_available,not_available,588,3042276
dsl,1D-CNN TFJS,browser_worker,s038,200,200,10000,10000,0.31,0.31,0.31,0.69,0.7302955,0.42086657881736755,4949.5,0.02661764705882353,271.5,not_available,not_available,606,3055540
dsl,1D-CNN TFJS,browser_worker,s039,200,200,10000,10000,0.2648,0.265,0.2649,0.7351960784313726,0.77949025,0.38810673356056213,4954.9000000003725,0.026558823529448286,270.90000000037253,not_available,not_available,624,3068804
dsl,1D-CNN TFJS,browser_worker,s040,200,200,10000,10000,0.1813,0.18,0.18064999999999998,0.8187254901960784,0.884174,0.392843097448349,4965.5999999996275,0.026901960784350247,274.40000000037253,not_available,not_available,642,3082068
dsl,1D-CNN TFJS,browser_worker,s041,200,200,10000,10000,0.3,0.3,0.3,0.7,0.738661,0.3850899040699005,4958.4000000003725,0.026480392156826224,270.09999999962747,not_available,not_available,660,3095332
dsl,1D-CNN TFJS,browser_worker,s042,200,200,10000,10000,0.442,0.44,0.441,0.5580392156862745,0.5573615,0.4185023009777069,4941.299999998882,0.02668627450991349,272.2000000011176,not_available,not_available,678,3108596
dsl,1D-CNN TFJS,browser_worker,s043,200,200,10000,10000,0.5574,0.555,0.5562,0.4426470588235294,0.41564275,0.4562070965766907,4973.4000000003725,0.026500000000073045,270.30000000074506,not_available,not_available,696,3121860
dsl,1D-CNN TFJS,browser_worker,s044,200,200,10000,10000,0.4205,0.42,0.42025,0.5795098039215686,0.589338,0.4077404737472534,4967.9000000003725,0.026578431372512496,271.09999999962747,not_available,not_available,714,3135124
dsl,1D-CNN TFJS,browser_worker,s046,200,200,10000,10000,0.2344,0.235,0.2347,0.7655882352941177,0.822911,0.34404462575912476,5023.5,0.02676470588235294,273,not_available,not_available,732,3148388
dsl,1D-CNN TFJS,browser_worker,s047,200,200,10000,10000,0.2941,0.295,0.29455,0.7058823529411765,0.7771655,0.35656797885894775,4966.0999999996275,0.026500000000073045,270.30000000074506,not_available,not_available,750,3161652
dsl,1D-CNN TFJS,browser_worker,s048,200,200,10000,10000,0.3981,0.4,0.39905,0.6018627450980392,0.64558925,0.3428269028663635,4963.5,0.026441176470697804,269.7000000011176,not_available,not_available,768,3174916
dsl,1D-CNN TFJS,browser_worker,s049,200,200,10000,10000,0.1485,0.15,0.14925,0.8514705882352941,0.8856115,0.318789005279541,4960.699999999255,0.026715686274509803,272.5,not_available,not_available,786,3188180
dsl,1D-CNN TFJS,browser_worker,s050,200,200,10000,10000,0.2834,0.285,0.2842,0.7165686274509804,0.759337,0.3256334066390991,4962.4000000003725,0.026000000000109567,265.2000000011176,not_available,not_available,804,3201444
dsl,1D-CNN TFJS,browser_worker,s051,200,200,10000,10000,0.3506,0.35,0.3503,0.6494117647058824,0.704277,0.3199408948421478,4951.199999999255,0.027009803921568626,275.5,not_available,not_available,822,3214708
dsl,1D-CNN TFJS,browser_worker,s052,200,200,10000,10000,0.4497,0.45,0.44984999999999997,0.5502941176470588,0.56461475,0.29374459385871887,4967.0999999996275,0.02692156862759707,274.6000000014901,not_available,not_available,840,3227972
dsl,1D-CNN TFJS,browser_worker,s053,200,200,10000,10000,0.5341,0.535,0.5345500000000001,0.46588235294117647,0.449988,0.2896972894668579,4961.699999999255,0.026450980392229907,269.80000000074506,not_available,not_available,858,3241236
dsl,1D-CNN TFJS,browser_worker,s054,200,200,10000,10000,0.4228,0.425,0.4239,0.577156862745098,0.5990795,0.27786070108413696,4963.800000000745,0.026921568627414457,274.59999999962747,not_available,not_available,876,3254500
dsl,1D-CNN TFJS,browser_worker,s055,200,200,10000,10000,0.5884,0.59,0.5892,0.4115686274509804,0.381286,0.2419053316116333,4975.39999999851,0.026803921568663975,273.40000000037253,not_available,not_available,894,3267764
dsl,1D-CNN TFJS,browser_worker,s056,200,200,10000,10000,0.59,0.59,0.59,0.41,0.42151125,0.2726469039916992,4977.5999999996275,0.027009803921568626,275.5,not_available,not_available,912,3281028
dsl,1D-CNN TFJS,browser_worker,s057,200,200,10000,10000,0.3713,0.37,0.37065000000000003,0.6287254901960785,0.6619355,0.23497159779071808,4962.0999999996275,0.026558823529448286,270.90000000037253,not_available,not_available,930,3294292
