dataset,model,subject,phase,elapsed_ms,train_time_ms,inference_batch_ms,inference_time_ms_per_sample,memory_before_bytes,memory_after_bytes,genuine_training_samples,evaluated_subjects,EER,environmentId,perceived_latency_ms,worker_elapsed_ms,completed_at
dsl,Scaled Manhattan Distance,s049,train_and_infer,0.40000000037252903,0,0.40000000037252903,0.00003921568631103226,not_available,not_available,,,,,,,
dsl,Scaled Manhattan Distance,s050,train_and_infer,0.599999999627471,0.09999999962747097,0.5,0.00004901960784313725,not_available,not_available,,,,,,,
dsl,Scaled Manhattan Distance,s051,train_and_infer,0.900000000372529,0.40000000037252903,0.5,0.00004901960784313725,not_available,not_available,,,,,,,
dsl,Scaled Manhattan Distance,s052,train_and_infer,0.900000000372529,0.40000000037252903,0.5,0.00004901960784313725,not_available,not_available,,,,,,,
dsl,Scaled Manhattan Distance,s053,train_and_infer,0.5,0.09999999962747097,0.40000000037252903,0.00003921568631103226,not_available,not_available,,,,,,,
dsl,Scaled Manhattan Distance,s054,train_and_infer,0.5,0.2000000011175871,0.2999999988824129,0.00002941176459631499,not_available,not_available,,,,,,,
dsl,Scaled Manhattan Distance,s055,train_and_infer,0.6000000014901161,0.10000000149011612,0.5,0.00004901960784313725,not_available,not_available,,,,,,,
dsl,Scaled Manhattan Distance,s056,train_and_infer,0.599999999627471,0.09999999962747097,0.5,0.00004901960784313725,not_available,not_available,,,,,,,
dsl,Scaled Manhattan Distance,s057,train_and_infer,0.599999999627471,0.09999999962747097,0.5,0.00004901960784313725,not_available,not_available,,,,,,,
dsl,Scaled Manhattan Distance,all,data_efficiency,252.80000000074506,,,,,,5,51,0.2520264705882353,,,,
dsl,Scaled Manhattan Distance,all,data_efficiency,239.7000000011176,,,,,,10,51,0.23951568627450978,,,,
dsl,Scaled Manhattan Distance,all,data_efficiency,242.7999999988824,,,,,,25,51,0.21866274509803918,,,,
dsl,Scaled Manhattan Distance,all,data_efficiency,246.2000000011176,,,,,,50,51,0.19582647058823524,,,,
dsl,Scaled Manhattan Distance,all,data_efficiency,241,,,,,,100,51,0.16979411764705882,,,,
dsl,Scaled Manhattan Distance,all,data_efficiency,245.5,,,,,,200,51,0.14297254901960785,,,,
dsl,LightGBM Classifier,s002,train_and_infer,6832.5999999996275,6701.0999999996275,131.5,0.012892156862745098,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s003,train_and_infer,8409.299999998882,8243.699999999255,165.59999999962747,0.016235294117610537,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s004,train_and_infer,7779.0999999996275,7629.199999999255,149.90000000037253,0.014696078431409071,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s005,train_and_infer,5531.5,5400.0999999996275,131.40000000037253,0.012882352941212993,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s007,train_and_infer,9783.199999999255,9650.799999998882,132.40000000037253,0.012980392156899268,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s008,train_and_infer,9237.599999999627,9103.900000000373,133.69999999925494,0.013107843137181857,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s010,train_and_infer,6821.9000000003725,6721.5,100.40000000037253,0.009843137254938484,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s011,train_and_infer,8426.799999998882,8274.299999998882,152.5,0.014950980392156863,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s012,train_and_infer,6576.0999999996275,6436,140.09999999962747,0.013735294117610536,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s013,train_and_infer,9005.699999999255,8898.89999999851,106.80000000074506,0.010470588235367163,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s015,train_and_infer,8876.299999998882,8755.900000000373,120.39999999850988,0.011803921568481361,not_available,not_available,,,,,,,
dsl,LightGBM Classifier,s016,train_and_infer,4946.5999999996275,4825.5,121.09999999962747,0.01187254901957132,not_available,not_available,,,,,,,
