dataset,source_dataset,feature_mode,feature_set,Model,model_runtime,FAR,FRR,EER,Accuracy,AUC,Inference Time (ms/sample),UI Blocking Time (ms/test batch),Train Time (ms/subject),Browser Memory Before (bytes),Browser Memory After (bytes),Min Genuine Samples for EER < 10%,subjects
dsl_enriched_features,dsl,enriched,dsl_current_h_dd_ud_plus_sequence_trigraph_distribution,Template kNN Distance,python_numpy_template_knn,0.17586666666666664,0.17578431372549017,0.1758254901960784,0.8241349480968858,0.8849021421568626,0.029591039905820175,301.82860703936575,15.971881588092062,1983350984.7843137,2005703258.3529413,Not reached,51
dsl_enriched_features,dsl,enriched,dsl_current_h_dd_ud_plus_sequence_trigraph_distribution,Device-Aware Template kNN,python_numpy_device_aware_knn,0.17586666666666664,0.17578431372549017,0.1758254901960784,0.8241349480968858,0.8849021519607841,0.05812346141291384,592.8593064117213,16.202887215602495,2033860608.0,2033860608.0,Not reached,51
dsl_enriched_features,dsl,enriched,dsl_current_h_dd_ud_plus_sequence_trigraph_distribution,PCA Mahalanobis Distance,python_sklearn_pca_mahalanobis,0.17402745098039218,0.17411764705882352,0.17407254901960786,0.8259707804690503,0.8876580098039214,0.000108619211852912,1.1079159608997025,19.514689568691836,2033860608.0,2033860608.0,Not reached,51
dsl_enriched_features,dsl,enriched,dsl_current_h_dd_ud_plus_sequence_trigraph_distribution,One-Class SVM,python_sklearn_oneclass_svm,0.17877254901960785,0.17872549019607845,0.17874901960784315,0.8212283737024222,0.8656004117647058,0.001851335941960977,18.88362660800197,19.80901394103164,2033860608.0,2033860608.0,Not reached,51
dsl_enriched_features,dsl,enriched,dsl_current_h_dd_ud_plus_sequence_trigraph_distribution,Isolation Forest,python_sklearn_isolation_forest,0.25736470588235294,0.25754901960784315,0.257456862745098,0.7426316801230296,0.7980674999999999,0.004754737443294875,48.498321921607726,90.56404823536914,2033860608.0,2033860608.0,Not reached,51
dsl_enriched_features,dsl,enriched,dsl_current_h_dd_ud_plus_sequence_trigraph_distribution,Local Outlier Factor,python_sklearn_lof,0.1628529411764706,0.16303921568627452,0.16294607843137254,0.8371434063821606,0.8970638970588235,0.000580680661271487,5.922942744969166,23.545956725452104,2033860608.0,2033860608.0,Not reached,51
