attempt_id,participant_id,participant_code,session_id,session_no,input_mode,role_label,status,quality_status,summary_quality_status,feature_quality,summary_feature_quality,device_class,prompt_id,prompt_set_id,started_at,ended_at,submitted_at,timestamp,raw_text_length,event_count,paired_key_count,keyup_coverage,paste_count,summary_paste_count,paste_detected,fixed_prompt_match
5bd34576-dd87-40d1-99ec-8bf9cea13af5,0fe25a17-c28e-49e9-bbb8-9a1202df527f,A030,da6a6b17-5ef6-4ac5-bf2f-66717431750d,1,fixed,genuine,submitted,usable,usable,medium,medium,mobile,ko_fixed_002,pilot_fixed_ko_v1,2026-05-16T00:43:40.415Z,2026-05-16T00:44:24.728Z,2026-05-16T00:44:24.728Z,2026-05-16T00:44:24.728Z,44.0,475.0,104.0,1.0,0,0.0,False,1.0
20d6203d-b5e5-40de-a532-baf08f162ed4,125ca5f8-7583-4ba3-9e59-7ecac360fb36,A031,08d04ed7-5af2-475e-8225-d821eaeddced,1,fixed,genuine,submitted,usable,usable,medium,medium,mobile,ko_fixed_003,pilot_fixed_ko_v1,2026-05-16T00:44:06.457Z,2026-05-16T00:44:48.771Z,2026-05-16T00:44:48.771Z,2026-05-16T00:44:48.771Z,53.0,528.0,114.0,1.0,0,0.0,False,1.0
6add4703-345c-44a6-856a-a3c5f8c1b5b5,0fe25a17-c28e-49e9-bbb8-9a1202df527f,A030,da6a6b17-5ef6-4ac5-bf2f-66717431750d,1,fixed,genuine,submitted,low_quality,low_quality,medium,medium,mobile,ko_fixed_003,pilot_fixed_ko_v1,2026-05-16T00:44:33.461Z,2026-05-16T00:45:26.476Z,2026-05-16T00:45:26.476Z,2026-05-16T00:45:26.476Z,53.0,637.0,141.0,1.0,0,0.0,False,0.0
955e2526-243b-4814-998e-0a05103b1086,125ca5f8-7583-4ba3-9e59-7ecac360fb36,A031,08d04ed7-5af2-475e-8225-d821eaeddced,1,fixed,genuine,submitted,low_quality,low_quality,medium,medium,mobile,ko_fixed_004,pilot_fixed_ko_v1,2026-05-16T00:44:49.854Z,2026-05-16T00:47:14.298Z,2026-05-16T00:47:14.298Z,2026-05-16T00:47:14.298Z,177.0,1691.0,383.0,1.0,0,0.0,False,0.0
b38a689e-af92-4baa-a480-6a4dbeaac13f,0fe25a17-c28e-49e9-bbb8-9a1202df527f,A030,da6a6b17-5ef6-4ac5-bf2f-66717431750d,1,fixed,genuine,submitted,low_quality,low_quality,medium,medium,mobile,ko_fixed_004,pilot_fixed_ko_v1,2026-05-16T00:46:12.138Z,2026-05-16T00:52:35.447Z,2026-05-16T00:52:35.447Z,2026-05-16T00:52:35.447Z,175.0,1898.0,431.0,1.0,0,0.0,False,0.0
ce82ee10-f039-4b67-b2f1-2982081ce77b,125ca5f8-7583-4ba3-9e59-7ecac360fb36,A031,08d04ed7-5af2-475e-8225-d821eaeddced,1,fixed,genuine,excluded,excluded,excluded,medium,medium,mobile,ko_fixed_005,pilot_fixed_ko_v1,2026-05-16T00:47:15.415Z,2026-05-16T00:47:39.451Z,2026-05-16T00:47:39.451Z,2026-05-16T00:47:39.451Z,201.0,7.0,1.0,1.0,2,2.0,True,0.0
b513481e-dbe5-4a24-8a06-12ae39fc19ed,125ca5f8-7583-4ba3-9e59-7ecac360fb36,A031,08d04ed7-5af2-475e-8225-d821eaeddced,1,free,genuine,submitted,usable,usable,medium,medium,mobile,ko_free_suggestion_001,pilot_free_suggestions_ko_v1,2026-05-16T00:47:41.281Z,2026-05-16T00:49:42.460Z,2026-05-16T00:49:42.460Z,2026-05-16T00:49:42.460Z,170.0,1854.0,407.0,1.0,0,0.0,False,
ba0bbe9e-0d0b-435d-8ff8-30cd99959c9f,125ca5f8-7583-4ba3-9e59-7ecac360fb36,A031,08d04ed7-5af2-475e-8225-d821eaeddced,1,free,genuine,submitted,usable,usable,medium,medium,mobile,ko_free_suggestion_002,pilot_free_suggestions_ko_v1,2026-05-16T00:49:43.572Z,2026-05-16T00:52:13.178Z,2026-05-16T00:52:13.178Z,2026-05-16T00:52:13.178Z,122.0,1301.0,289.0,1.0,0,0.0,False,
7308dd7c-af1d-4c6a-98b0-16b73daa0d65,125ca5f8-7583-4ba3-9e59-7ecac360fb36,A031,08d04ed7-5af2-475e-8225-d821eaeddced,1,free,genuine,submitted,low_quality,low_quality,medium,medium,mobile,ko_free_suggestion_003,pilot_free_suggestions_ko_v1,2026-05-16T00:52:14.242Z,2026-05-16T00:54:29.313Z,2026-05-16T00:54:29.313Z,2026-05-16T00:54:29.313Z,70.0,833.0,187.0,1.0,0,0.0,False,
93eca844-3d24-4d2e-892c-d5fe3cfb767d,0fe25a17-c28e-49e9-bbb8-9a1202df527f,A030,da6a6b17-5ef6-4ac5-bf2f-66717431750d,1,fixed,genuine,submitted,low_quality,low_quality,medium,medium,mobile,ko_fixed_005,pilot_fixed_ko_v1,2026-05-16T00:52:36.359Z,2026-05-16T01:01:00.683Z,2026-05-16T01:01:00.683Z,2026-05-16T01:01:00.683Z,195.0,2373.0,538.0,1.0,0,0.0,False,0.0
e8de6a51-5f8a-43f1-bf86-4a63e5a5ff9f,0fe25a17-c28e-49e9-bbb8-9a1202df527f,A030,da6a6b17-5ef6-4ac5-bf2f-66717431750d,1,free,genuine,submitted,usable,usable,medium,medium,mobile,ko_free_suggestion_001,pilot_free_suggestions_ko_v1,2026-05-16T01:01:02.101Z,2026-05-16T01:02:37.408Z,2026-05-16T01:02:37.408Z,2026-05-16T01:02:37.408Z,98.0,1481.0,329.0,1.0,0,0.0,False,
bc0b95f2-ce4b-459b-a162-ee74ac5be93d,0fe25a17-c28e-49e9-bbb8-9a1202df527f,A030,da6a6b17-5ef6-4ac5-bf2f-66717431750d,1,free,genuine,submitted,usable,usable,medium,medium,mobile,ko_free_suggestion_002,pilot_free_suggestions_ko_v1,2026-05-16T01:02:38.694Z,2026-05-16T01:04:35.278Z,2026-05-16T01:04:35.278Z,2026-05-16T01:04:35.278Z,110.0,1572.0,352.0,1.0,0,0.0,False,
0dd7912f-5951-4031-877b-8a21dde65560,0fe25a17-c28e-49e9-bbb8-9a1202df527f,A030,da6a6b17-5ef6-4ac5-bf2f-66717431750d,1,free,genuine,submitted,usable,usable,medium,medium,mobile,ko_free_suggestion_003,pilot_free_suggestions_ko_v1,2026-05-16T01:04:38.555Z,2026-05-16T01:06:50.075Z,2026-05-16T01:06:50.075Z,2026-05-16T01:06:50.075Z,161.0,2338.0,510.0,1.0,0,0.0,False,
bed3ae89-6abf-4243-8ee4-76fb99ba45cb,f2610865-afe0-4bf8-88a8-fdfc8a443ee5,A032,c6729881-c29f-4e48-be16-d77735577cda,1,fixed,genuine,submitted,usable,usable,medium,medium,mobile,ko_fixed_001,pilot_fixed_ko_v1,2026-05-16T01:14:00.417Z,2026-05-16T01:14:45.869Z,2026-05-16T01:14:45.869Z,2026-05-16T01:14:45.869Z,54.0,749.0,176.0,1.0,0,0.0,False,1.0
3dd377cd-baa4-48e9-b787-330c3fce290a,f2610865-afe0-4bf8-88a8-fdfc8a443ee5,A032,c6729881-c29f-4e48-be16-d77735577cda,1,fixed,genuine,submitted,usable,usable,medium,medium,mobile,ko_fixed_002,pilot_fixed_ko_v1,2026-05-16T01:15:31.168Z,2026-05-16T01:15:54.917Z,2026-05-16T01:15:54.917Z,2026-05-16T01:15:54.917Z,44.0,551.0,129.0,1.0,0,0.0,False,1.0
1b271a78-e4f8-446c-a1fe-e072fc6424a7,f2610865-afe0-4bf8-88a8-fdfc8a443ee5,A032,c6729881-c29f-4e48-be16-d77735577cda,1,fixed,genuine,submitted,low_quality,low_quality,medium,medium,mobile,ko_fixed_003,pilot_fixed_ko_v1,2026-05-16T01:15:57.815Z,2026-05-16T01:16:29.389Z,2026-05-16T01:16:29.389Z,2026-05-16T01:16:29.389Z,53.0,824.0,193.0,1.0,0,0.0,False,0.0
e040d520-2161-413f-b361-7301a59fcce6,f2610865-afe0-4bf8-88a8-fdfc8a443ee5,A032,c6729881-c29f-4e48-be16-d77735577cda,1,fixed,genuine,submitted,low_quality,low_quality,medium,medium,mobile,ko_fixed_004,pilot_fixed_ko_v1,2026-05-16T01:16:30.219Z,2026-05-16T01:18:26.293Z,2026-05-16T01:18:26.293Z,2026-05-16T01:18:26.293Z,176.0,2271.0,533.0,1.0,0,0.0,False,0.0
fcec8064-fdcf-46c0-a08f-c86412805faa,f2610865-afe0-4bf8-88a8-fdfc8a443ee5,A032,c6729881-c29f-4e48-be16-d77735577cda,1,fixed,genuine,submitted,low_quality,low_quality,medium,medium,mobile,ko_fixed_005,pilot_fixed_ko_v1,2026-05-16T01:18:27.024Z,2026-05-16T01:20:35.972Z,2026-05-16T01:20:35.972Z,2026-05-16T01:20:35.972Z,198.0,2685.0,627.0,1.0,0,0.0,False,0.0
c06babd9-e638-4b8c-8e03-417d45d792ad,f2610865-afe0-4bf8-88a8-fdfc8a443ee5,A032,c6729881-c29f-4e48-be16-d77735577cda,1,free,genuine,submitted,usable,usable,medium,medium,mobile,ko_free_suggestion_001,pilot_free_suggestions_ko_v1,2026-05-16T01:20:36.689Z,2026-05-16T01:25:37.424Z,2026-05-16T01:25:37.424Z,2026-05-16T01:25:37.424Z,200.0,4972.0,1166.0,1.0,0,0.0,False,
9a64b8ee-4513-4e6c-a20b-b709075cb260,f2610865-afe0-4bf8-88a8-fdfc8a443ee5,A032,c6729881-c29f-4e48-be16-d77735577cda,1,free,genuine,submitted,low_quality,low_quality,medium,medium,mobile,ko_free_suggestion_002,pilot_free_suggestions_ko_v1,2026-05-16T01:25:38.098Z,2026-05-16T01:28:26.352Z,2026-05-16T01:28:26.352Z,2026-05-16T01:28:26.352Z,49.0,912.0,194.0,1.0,0,0.0,False,
d7743717-82a1-40ad-8348-54d991a47cec,f2610865-afe0-4bf8-88a8-fdfc8a443ee5,A032,c6729881-c29f-4e48-be16-d77735577cda,1,free,genuine,submitted,low_quality,low_quality,medium,medium,mobile,ko_free_suggestion_003,pilot_free_suggestions_ko_v1,2026-05-16T01:28:27.057Z,2026-05-16T01:29:29.758Z,2026-05-16T01:29:29.758Z,2026-05-16T01:29:29.758Z,35.0,453.0,105.0,1.0,0,0.0,False,
9f3ff83d-77c8-460a-8916-8257edbf2c4b,b5c901a8-7ec8-4588-b8e4-5c25d2bef725,A035,ab094646-e662-4296-a327-807d78fda152,1,fixed,genuine,submitted,usable,usable,medium,medium,mobile,ko_fixed_001,pilot_fixed_ko_v1,2026-05-16T04:41:47.947Z,2026-05-16T04:42:41.119Z,2026-05-16T04:42:41.119Z,2026-05-16T04:42:41.119Z,54.0,732.0,158.0,1.0,0,0.0,False,1.0
3fca62ac-265b-4271-a7ef-13ce74e3fc2d,b5c901a8-7ec8-4588-b8e4-5c25d2bef725,A035,ab094646-e662-4296-a327-807d78fda152,1,fixed,genuine,submitted,usable,usable,medium,medium,mobile,ko_fixed_002,pilot_fixed_ko_v1,2026-05-16T04:42:43.336Z,2026-05-16T04:43:07.807Z,2026-05-16T04:43:07.807Z,2026-05-16T04:43:07.807Z,44.0,529.0,113.0,1.0,0,0.0,False,1.0
d6040d63-1805-448d-91a1-3fd67969addf,b5c901a8-7ec8-4588-b8e4-5c25d2bef725,A035,ab094646-e662-4296-a327-807d78fda152,1,fixed,genuine,submitted,usable,usable,medium,medium,mobile,ko_fixed_003,pilot_fixed_ko_v1,2026-05-16T04:43:08.938Z,2026-05-16T04:43:38.086Z,2026-05-16T04:43:38.086Z,2026-05-16T04:43:38.086Z,53.0,710.0,154.0,1.0,0,0.0,False,1.0
cd98dd94-149e-46e5-9e21-71edbed2570b,b5c901a8-7ec8-4588-b8e4-5c25d2bef725,A035,ab094646-e662-4296-a327-807d78fda152,1,fixed,genuine,in_progress,,,,,mobile,ko_fixed_004,pilot_fixed_ko_v1,2026-05-16T04:43:44.675Z,,,,,,,,0,,False,
db606533-7813-4da9-a421-6cd4c9d6e7ef,b5c901a8-7ec8-4588-b8e4-5c25d2bef725,A035,120c1018-bdfc-4cac-ad92-011fae1c01a3,1,fixed,genuine,excluded,excluded,excluded,low,low,mobile,ko_fixed_001,pilot_fixed_ko_v1,2026-05-16T04:44:31.643Z,2026-05-16T04:44:45.265Z,2026-05-16T04:44:45.265Z,2026-05-16T04:44:45.265Z,54.0,3.0,0.0,0.0,2,2.0,True,1.0
68e85e34-f77f-47e3-b17f-bd344b648056,b5c901a8-7ec8-4588-b8e4-5c25d2bef725,A035,120c1018-bdfc-4cac-ad92-011fae1c01a3,1,fixed,genuine,excluded,excluded,excluded,low,low,mobile,ko_fixed_002,pilot_fixed_ko_v1,2026-05-16T04:44:46.418Z,2026-05-16T04:44:57.140Z,2026-05-16T04:44:57.140Z,2026-05-16T04:44:57.140Z,45.0,3.0,0.0,0.0,2,2.0,True,1.0
1133d0b1-cac7-436b-9812-ba8a0321e55a,b5c901a8-7ec8-4588-b8e4-5c25d2bef725,A035,120c1018-bdfc-4cac-ad92-011fae1c01a3,1,fixed,genuine,excluded,excluded,excluded,low,low,mobile,ko_fixed_003,pilot_fixed_ko_v1,2026-05-16T04:44:58.418Z,2026-05-16T04:45:08.304Z,2026-05-16T04:45:08.304Z,2026-05-16T04:45:08.304Z,53.0,3.0,0.0,0.0,2,2.0,True,1.0
1147fa9e-68de-4055-a032-80babd6cdcdb,b5c901a8-7ec8-4588-b8e4-5c25d2bef725,A035,120c1018-bdfc-4cac-ad92-011fae1c01a3,1,fixed,genuine,excluded,excluded,excluded,low,low,mobile,ko_fixed_004,pilot_fixed_ko_v1,2026-05-16T04:45:09.454Z,2026-05-16T04:45:20.916Z,2026-05-16T04:45:20.916Z,2026-05-16T04:45:20.916Z,177.0,3.0,0.0,0.0,2,2.0,True,1.0
bf194c88-d7ab-4d96-a646-633b0b4a2f7b,b5c901a8-7ec8-4588-b8e4-5c25d2bef725,A035,120c1018-bdfc-4cac-ad92-011fae1c01a3,1,fixed,genuine,excluded,excluded,excluded,low,low,mobile,ko_fixed_005,pilot_fixed_ko_v1,2026-05-16T04:45:22.198Z,2026-05-16T04:45:31.340Z,2026-05-16T04:45:31.340Z,2026-05-16T04:45:31.340Z,198.0,3.0,0.0,0.0,2,2.0,True,1.0
cf4b1322-b666-437b-aa2e-0e8757658b3e,b5c901a8-7ec8-4588-b8e4-5c25d2bef725,A035,120c1018-bdfc-4cac-ad92-011fae1c01a3,1,free,genuine,submitted,low_quality,low_quality,low,low,mobile,ko_free_suggestion_001,pilot_free_suggestions_ko_v1,2026-05-16T04:45:32.620Z,2026-05-16T04:45:47.891Z,2026-05-16T04:45:47.891Z,2026-05-16T04:45:47.891Z,188.0,3.0,0.0,0.0,2,2.0,True,
b0f83fa5-f405-4ccd-8c02-1f8750bb0eb0,b5c901a8-7ec8-4588-b8e4-5c25d2bef725,A035,120c1018-bdfc-4cac-ad92-011fae1c01a3,1,free,genuine,submitted,usable,usable,medium,medium,mobile,ko_free_suggestion_002,pilot_free_suggestions_ko_v1,2026-05-16T04:45:48.707Z,2026-05-16T04:49:55.849Z,2026-05-16T04:49:55.849Z,2026-05-16T04:49:55.849Z,210.0,2606.0,578.0,0.998272884283247,0,0.0,False,
3f37f34f-2fc7-4b79-8359-5b03eb88b0e0,b5c901a8-7ec8-4588-b8e4-5c25d2bef725,A035,120c1018-bdfc-4cac-ad92-011fae1c01a3,1,free,genuine,in_progress,,,,,mobile,ko_free_suggestion_003,pilot_free_suggestions_ko_v1,2026-05-16T04:49:57.281Z,,,,,,,,0,,False,
